Momentum Lookback,Volatility Lookback,Trend Lookback,Defensive Exposure,CAGR,Annualised Volatility,Sharpe Ratio,Sortino Ratio,Maximum Drawdown,Calmar Ratio,Beta vs Nifty 50,Average Turnover,Total Transaction Costs,CAGR Difference vs Fixed,Sharpe Difference vs Fixed,Drawdown Improvement vs Fixed
63,63,150,0.5,0.20604702020136845,0.12002581757368308,1.1236598714153254,1.6600288151029632,-0.1173171431960277,1.7563249034889992,0.7255784197350028,0.15534426439411556,63891.42894091013,0.0008274434965160893,0.3573109600760781,0.2412985372086115
63,63,150,0.7,0.20669013274323933,0.1276693961124537,1.0680580211097457,1.5647323119709033,-0.14435427559951597,1.4318254993476092,0.8001572240284393,0.1240306706084042,54868.5306339707,0.001470556038386972,0.30170910977049836,0.21426140480512323
63,63,150,0.8,0.20677863449639688,0.13225412366952813,1.0361082336798733,1.5112988444586104,-0.1577451375007055,1.3108399902055432,0.8376414117640082,0.10971875516394965,50413.12933952553,0.001559057791544527,0.26975932234062594,0.2008705429039337
63,63,200,0.5,0.2035544318426319,0.12221577676853136,1.0884682813571684,1.5989173430133987,-0.12781919012932652,1.592518554034625,0.7411774403359581,0.15891326105020878,65065.69487721917,-0.001665144862220469,0.3221193700179211,0.23079649027531268
63,63,200,0.7,0.2051955288994587,0.12907087664880276,1.0480836381716152,1.5305223617611727,-0.15047372245058432,1.363663539106272,0.8094945811446344,0.12614395779857493,56249.26329388005,-2.4047805393667687e-05,0.2817347268323679,0.20814195795405488
63,63,200,0.8,0.20578732117383414,0.1332094272441331,1.0233524261391123,1.4896311121854167,-0.16176121559448442,1.2721672523141627,0.8438572497986887,0.11108086846313375,51754.91878017649,0.000567744468981779,0.25700351479986494,0.19685446481015478
63,126,100,0.5,0.1954023947465391,0.11390836943851403,1.0985028174449545,1.6229270486347653,-0.13734188350387166,1.4227443934903565,0.681765616231756,0.15355231190979915,72662.6994874582,-0.00981718195831327,0.33215390610570716,0.22127379690076754
63,126,100,0.7,0.19925459063683482,0.12391723760404862,1.0458204205309367,1.5294542253580714,-0.15008133921883005,1.3276440074025886,0.7752782325311385,0.11934171555249092,57962.672824758294,-0.0059649860680175415,0.2794715091916894,0.20853434118580916
63,126,100,0.8,0.20088268725346414,0.1298152289533814,1.0147160319890978,1.4766425830154508,-0.16215702515352604,1.2388158148761896,0.8222298068297963,0.1042084895162265,51217.66226351141,-0.004336889451388215,0.24836712064985045,0.19645865525111317
63,126,150,0.5,0.20275986269701196,0.12016837557123564,1.0993691756640738,1.6170305855482852,-0.11972813181000952,1.6935022674433882,0.7275179238949914,0.14936905491333569,60581.12413920628,-0.0024597140078403967,0.33302026432482645,0.23888754859462968
63,126,150,0.7,0.2035537506824685,0.12787501707699098,1.0458467904813165,1.5264545094082593,-0.14654026590630176,1.389063609401537,0.8027292955160801,0.11761744360732815,51269.03378734033,-0.001665826022383854,0.27949787914206914,0.21207541449833744
63,126,150,0.8,0.20371706143777812,0.1324966017834541,1.014955935606154,1.4753805790469197,-0.15983111133812067,1.2745770190311527,0.8405323900361983,0.10296406164476753,46650.02528017965,-0.0015025152670742337,0.24860702426690662,0.19878456906651853
63,126,200,0.5,0.20054792617954575,0.12234140340940475,1.0666846044655398,1.5606843793188694,-0.12924675015077902,1.5516670705111495,0.7430613818023515,0.15315601966206616,61971.24193932625,-0.004671650525306603,0.3003356931262925,0.22936893025386018
63,126,200,0.7,0.20222879637983948,0.12926520504009367,1.0273114394279865,1.494910705218865,-0.1520802001399605,1.3297509879243115,0.8120333357842512,0.11990044955685521,52743.89022475229,-0.002990780325012876,0.2609625280887392,0.20653548026467872
63,126,200,0.8,0.20283493993491852,0.13344391420542762,1.0031050579417917,1.4553718621716318,-0.16347702438396572,1.2407550278044646,0.846725608855039,0.10459791885545697,48131.790565361116,-0.0023846367699338344,0.2367561466025444,0.19513865602067348
126,21,100,0.5,0.19327267168250106,0.11507093422578803,1.0727770664326486,1.5813376081032449,-0.13581002181167234,1.4231105267806534,0.6832728284368467,0.1816161784334719,86205.14874822462,-0.011946905022351295,0.30642815509340127,0.22280565859296686
126,21,100,0.7,0.19563199607561876,0.1247398647131788,1.0150495397884622,1.4798915847167513,-0.1473336865543483,1.3278157945464442,0.7751394404673424,0.15005900364553426,73555.70832712478,-0.009587580629233594,0.24870062844921492,0.2112819938502909
126,21,100,0.8,0.196521127576047,0.13045116000510854,0.9820076957542685,1.424029281100022,-0.1577331465996883,1.2459088771924327,0.8212681972010842,0.13649196789753926,67721.15985454683,-0.008698449128805352,0.21565878441502118,0.2008825338049509
126,21,150,0.5,0.200598215208585,0.12117732662721173,1.0761047484085922,1.5779963448444418,-0.1127463983051118,1.779198433157311,0.7286397923651208,0.17824293255331353,75154.12891521431,-0.004621361496267351,0.30975583706934484,0.2458692820995274
126,21,150,0.7,0.1999116084017818,0.1286107385336153,1.0166071236509158,1.4785417421197111,-0.14011238367129109,1.4267947140973773,0.8023575845695017,0.14854635702760835,67474.07501257233,-0.005307968303070565,0.25025821231166845,0.21850329673334812
126,21,150,0.8,0.19932110204816422,0.13307692254565567,0.9831218846876402,1.4236623935827895,-0.1543431350850517,1.291415403337033,0.8394110643758411,0.1356445173225862,63987.44348862747,-0.005898474656688135,0.21677297334839285,0.2042725453195875
